hour_of_day,day_of_week,month,time_since_last_tx,tx_velocity,tx_amount,account_age_days,lifetime_spent,num_failed_tx,credit_score,network_centrality,shared_devices,shared_ips,desc_length,special_chars,num_urls,sentiment,isolation_score,lof_score,ae_recon_error,fraud_prob_hidden,user_id,device_type,browser,ip_country,vpn_detected,category_l1,category_l2,category_l3,language,is_fraud
17.0,2.0,12.0,0.8985372705922612,2.0,4.264943476852964,354.163628434937,61380.466130836365,1.0,838.9129544827331,0.12489954272149362,2.0,0.0,61.0,4.0,0.0,-0.778395794952514,0.1752900024163488,0.4414137023681487,0.45988231571825794,0.5865043691246242,1653,mobile,other,14,0,2,15,7,3,0
8.0,0.0,10.0,15.685937332745656,3.0,104.68211125139554,109.99538541423735,19.041374551095327,2.0,,0.4384571115796613,4.0,2.0,53.0,4.0,0.0,0.42908556808978715,0.09810521452369882,0.4023446809394009,0.4962871625494305,0.0,3,mobile,firefox,10,0,3,1,92,5,0
16.0,4.0,9.0,13.834557718119076,2.0,180.71701627377396,201.27409759785985,20.56121424138778,3.0,632.9135167734773,0.29731986073105476,2.0,2.0,48.0,5.0,0.0,0.3683303604776875,0.26985317641229717,0.3427619868238818,4.076002023906188,0.0,1815,mobile,chrome,19,0,2,31,186,4,0
2.0,5.0,9.0,14.676152441691668,2.0,11.775477459066273,,0.07194169458217772,1.0,689.1619161811957,0.32687966157103937,1.0,2.0,47.0,4.0,0.0,0.11852982214207719,0.025268430726322233,0.09721979150420361,2.376405877828494,0.16443087300362902,482,mobile,other,37,0,5,12,130,1,0
13.0,5.0,11.0,10.003003107594186,2.0,97.52398227404375,882.5356056445992,601.6282950471023,3.0,662.1706304397409,0.6357668156711341,0.0,2.0,56.0,0.0,1.0,0.22140942713277711,0.15022743489062665,0.2959688904341825,2.033054490830918,0.24780330751837082,1861,desktop,edge,23,0,8,10,12,7,0
11.0,3.0,2.0,32.882257192029186,2.0,67.20920974434522,182.93328606675013,851.2000321432516,3.0,,0.1438374986999512,0.0,0.0,58.0,0.0,1.0,0.5896210206936907,0.14716146428478463,0.4854147600267345,1.3267066577582651,0.0,527,tablet,other,30,0,8,31,117,16,0
8.0,2.0,11.0,16.66755241474983,1.0,15.105055067455051,185.51942951711956,245.0247023563937,3.0,610.7842745226643,0.37854731121332064,3.0,0.0,40.0,2.0,0.0,-0.5421604146968535,0.19980245385605108,0.31681651815087203,0.4103257816225898,0.359099939054494,1606,desktop,edge,28,0,3,32,55,14,0
16.0,4.0,5.0,18.779149449087015,7.0,21.87657308723943,240.94366635326193,100.04463735100236,1.0,,0.2127924969726521,2.0,2.0,57.0,2.0,0.0,0.4562993903913588,0.15047154801138873,0.33859274944381246,4.550003203042342,0.029144871498079115,83,mobile,edge,2,1,2,21,154,1,0
21.0,5.0,10.0,86.3501485104372,4.0,2.801391642826343,176.77100762683733,509.71466914135976,3.0,573.6342525368641,0.4116022343873529,0.0,2.0,45.0,6.0,0.0,-0.6243473549680292,0.08182941519797718,0.13782932200460257,4.807055800621462,0.46787864383871336,1630,desktop,firefox,37,1,7,25,153,5,0
10.0,6.0,12.0,46.04227225601585,3.0,266.78740324438087,95.52769229881966,3157.9793110231344,2.0,668.8908535990455,0.21742286649436585,3.0,3.0,47.0,2.0,0.0,-0.8044790352339839,0.07360680537813245,0.38892680383577427,3.9393586508375686,0.595354820601962,1332,mobile,other,0,0,2,38,31,0,0
2.0,1.0,10.0,83.18030560889483,4.0,212.40334075165953,364.20561643102275,27.557163590291346,1.0,660.113003266206,0.0567381343990972,0.0,0.0,48.0,2.0,1.0,0.1346669855621947,0.21721077685080414,0.17383344346172402,0.8566417087506911,0.0,653,mobile,edge,48,1,4,45,189,8,0
4.0,4.0,3.0,42.15836152812935,1.0,60.73398830834392,28.190523875665164,1612.3223867371692,3.0,537.6300364082737,0.15390913578160373,2.0,3.0,55.0,3.0,1.0,0.9576468935010574,0.17260278841333349,0.46136582088785144,1.667415368568602,0.12104586075264176,1207,mobile,edge,18,0,5,30,139,3,0
10.0,5.0,2.0,3.528689554813901,7.0,22.60932459366716,61.39721357952891,327.3251246417102,1.0,614.5283840557926,0.26916897668989065,2.0,2.0,48.0,3.0,0.0,0.8921837083936071,0.22700100114469152,0.5882796157396175,0.5413426569232016,0.18682387576938023,788,mobile,chrome,1,0,6,49,144,5,0
2.0,3.0,6.0,41.36788374374244,4.0,319.4691174347606,164.15830657877115,571299.2854185863,3.0,850.0,0.0893091997961205,0.0,2.0,42.0,1.0,0.0,-0.5894568585317912,0.058579838868293155,0.29301333843568544,0.5532194839042446,0.6068483863343388,420,desktop,chrome,15,0,8,18,193,1,0
1.0,6.0,11.0,12.309032641360048,1.0,6.322221236048593,27.657958749241512,361.1424015424903,3.0,699.5070171921486,0.21947763443369855,1.0,2.0,53.0,3.0,0.0,-0.15770123253010948,0.2278545823414292,0.3881005013678928,1.887403702927997,0.0,99,tablet,firefox,1,0,2,5,176,1,0
22.0,0.0,10.0,79.79549145527518,8.0,45.09201604185899,244.15383191499512,3.3145059699332458,1.0,850.0,0.2793094591368563,3.0,2.0,41.0,4.0,0.0,0.03898208049755869,0.09370178482548272,0.43842422695197825,3.882309134403947,0.0,1311,desktop,edge,49,0,1,37,181,11,0
16.0,1.0,11.0,0.8877727384542144,2.0,733.7641606379315,218.07896638775293,489.62729380053133,3.0,,0.3462000079213314,1.0,1.0,45.0,3.0,0.0,0.42577900140553293,0.4651298905124624,0.4714873408651427,2.0473479349671804,0.0,69,mobile,edge,5,0,0,14,56,6,0
1.0,4.0,1.0,6.43756112472923,3.0,167.75603205635218,127.60031386432627,99.99863376746545,0.0,637.1389779871727,0.14434410234654926,4.0,3.0,51.0,2.0,0.0,0.4230088927076461,0.1956237417647521,0.3493746340611535,1.0567025976941264,0.05958464706237447,1775,tablet,safari,27,0,3,28,61,4,0
20.0,3.0,12.0,30.988639081861805,4.0,22.964804754572775,222.99881757759303,664.963583167187,0.0,,0.029701331891405468,0.0,3.0,67.0,7.0,0.0,-0.7954229395455745,0.19350347931872525,0.33104238509195666,3.817064967891278,0.1618905605178898,1584,mobile,chrome,47,0,1,0,96,14,0
14.0,1.0,2.0,70.06991487900046,2.0,53.236840280722525,,904.136162743102,2.0,614.2608484915546,0.10919551332181926,1.0,1.0,55.0,5.0,0.0,-0.6208613249876667,0.13833534587683713,0.4537161334974263,1.7978656589125979,0.4811070832845761,972,desktop,firefox,33,0,8,15,146,19,0
17.0,3.0,12.0,27.815336478661386,3.0,49.30296719800478,300.50140071031046,4325.99988183896,0.0,698.0586881652214,0.269821895457935,2.0,1.0,42.0,4.0,0.0,0.10808901855069752,0.1513974190601571,0.26093115919093296,5.1880635443738,0.029501372447563665,495,mobile,edge,25,1,6,36,9,4,0
21.0,5.0,11.0,5.751643008721667,2.0,5.228030913012649,,301.3753628086824,2.0,612.3070746905657,0.2536713085248868,3.0,0.0,55.0,0.0,1.0,-0.005256592340177724,0.33678908685044445,0.12066710231584733,2.0351642906277174,0.11521770897127873,1418,mobile,chrome,17,0,0,5,147,11,0
18.0,6.0,1.0,52.633644131295384,4.0,529.944908122414,188.02130361874492,9669.692255278269,2.0,579.3193644237026,0.04088481785625887,1.0,3.0,58.0,4.0,0.0,0.6760826620985001,0.08241055008424782,0.3438007053911942,1.7168664068686401,0.0,1892,mobile,other,1,0,5,39,41,1,0
23.0,4.0,9.0,34.105723945070125,2.0,247.0004771905964,116.39023998228268,88.67273341895275,5.0,409.8388722981079,0.5107189221688024,1.0,3.0,48.0,2.0,0.0,0.6631531316129937,0.3059270013565192,0.6913797102063894,2.567439895554731,0.0,1912,mobile,firefox,2,0,8,9,152,1,0
5.0,1.0,6.0,21.278201792944976,1.0,107.68255642867211,124.55091934653476,742.5940652042295,1.0,717.6326904773518,0.17476313024156873,1.0,1.0,48.0,3.0,1.0,-0.28037891876302745,0.1520337213298111,0.08378679760987925,1.315168480698292,0.04397181196904728,819,desktop,firefox,13,0,0,38,138,3,0
16.0,3.0,5.0,40.70715015556414,5.0,3.6610497343635635,189.33646363987677,80.29146866789604,0.0,626.9159497142232,0.17423084836850392,2.0,4.0,47.0,5.0,0.0,-0.5653879115400504,0.21737260070200387,0.3457901101143828,1.028904372638893,0.45366380413820057,1403,mobile,safari,35,0,5,32,75,11,0
9.0,5.0,12.0,18.470783209741644,5.0,3.524700092899217,,34.29755377082379,3.0,802.2611656135914,0.4215964044712018,3.0,3.0,53.0,1.0,0.0,-0.9576519520323157,0.050252315480479995,0.6470058360367054,1.645251729844191,0.44621750032083574,1454,desktop,safari,1,0,5,3,119,6,0
11.0,3.0,7.0,12.540335813573082,2.0,313.9616041124593,42.00494446970915,1257.1254222337532,1.0,640.1539479375527,0.38285485187386664,2.0,1.0,53.0,0.0,0.0,0.5696099725407515,0.09430778453901942,0.5043696897277301,2.6283535803917926,0.17961829170971827,1157,desktop,other,42,0,0,29,196,19,0
21.0,0.0,2.0,0.09084817377011904,1.0,32.18619792291807,146.10828991973403,229.1552601105478,3.0,695.1339762328338,0.1768821253322572,2.0,2.0,54.0,4.0,0.0,0.25812104766715094,0.15902136084774746,0.266898184439728,0.41389282929611715,0.0,312,desktop,edge,44,1,3,15,67,17,0
22.0,1.0,4.0,12.95127924567861,2.0,12.364659373860531,277.27991241515963,360.96872542227834,2.0,,0.14971955312582322,0.0,0.0,34.0,3.0,0.0,-0.9899156860436695,0.21421056721422663,0.3383119205200765,5.413861188769065,0.28967870968530274,59,mobile,edge,31,0,5,43,182,4,0
20.0,0.0,12.0,47.76027958789265,5.0,18.137241657324573,147.25188484035868,19.294545735760366,2.0,627.7208698855665,0.053315277158666276,1.0,2.0,50.0,5.0,1.0,-0.9019338562942019,0.15873622467085455,0.5930159277019538,4.604746680732187,0.4320960377943581,675,mobile,chrome,25,0,4,15,116,2,0
21.0,1.0,10.0,25.056544848158623,7.0,13.0139765749307,199.9049547421766,21736.888232804624,3.0,686.4991217553815,0.020533728360356825,0.0,1.0,46.0,3.0,0.0,-0.04316075487986182,0.06875854914205554,0.6626195883632028,0.6321464841148724,0.0985663545322679,622,mobile,chrome,9,0,9,41,59,16,0
23.0,2.0,2.0,1.904662689192216,6.0,2.436658767431563,,1165.616951600374,1.0,,0.3954937451236736,3.0,2.0,50.0,1.0,0.0,-0.32304511210263676,0.3723665762387755,0.3719667384671787,1.373186584026077,0.19513926031223225,466,mobile,other,36,1,2,34,47,2,0
17.0,5.0,2.0,28.963803064782173,4.0,49.12318542392965,143.17510615624215,954.5596906783804,2.0,677.8007987039689,0.6149336640626878,1.0,3.0,38.0,3.0,1.0,-0.7237054871872466,0.2653390781542585,0.18956730918850034,0.5153258058158245,0.5207007542649523,1171,tablet,firefox,16,0,8,16,103,2,0
20.0,5.0,1.0,4.678694901013644,1.0,22.95274228414297,164.35949988052437,149.66391487946566,0.0,636.3375606110449,0.2898715748253142,0.0,3.0,49.0,4.0,0.0,0.604425135154576,0.4347703203440907,0.27887445764342056,0.8304721928497198,0.0,22,mobile,other,17,0,8,21,168,7,0
17.0,4.0,3.0,70.65767947180545,1.0,91.49836783223502,177.46147646871015,4511.212705054311,3.0,556.6523758569921,0.3812628697510119,1.0,1.0,47.0,4.0,0.0,-0.07560121180399171,0.19606864488203044,0.589052462909855,1.9941223644133141,0.2542073364445748,639,tablet,other,1,0,4,3,196,7,0
22.0,2.0,2.0,1.3888815262900593,2.0,15.430947863981094,107.09881644733747,320.9991289225156,0.0,585.6945968107931,0.8095033280322684,0.0,1.0,51.0,3.0,1.0,0.5201826711995778,0.27300755506990526,0.39858685386712345,1.449920929084522,0.15995626242883296,771,mobile,chrome,45,1,5,16,163,18,0
11.0,1.0,6.0,66.86289838867702,3.0,27.309503008263878,525.0911052029504,30840.358507313493,3.0,,0.1921778527458864,2.0,1.0,45.0,4.0,0.0,0.7780011260785507,0.2329757388175704,0.22822209687980574,0.8919895830864149,0.10431309612725757,675,mobile,edge,24,0,6,30,79,4,0
15.0,1.0,12.0,161.93734205828977,2.0,49.2615613780433,91.99476752358603,11.442389399507944,0.0,723.2668959420124,0.19248534941844492,3.0,1.0,52.0,6.0,0.0,-0.49202924695505934,0.47758305719776306,0.45822992218982933,2.396772703332203,0.10210960749766143,811,desktop,chrome,39,0,2,43,3,12,0
10.0,4.0,12.0,12.352441344023163,1.0,141.74817077438968,87.62451562103372,58.89827276741008,4.0,,0.24460565786655647,4.0,2.0,45.0,3.0,1.0,-0.3791605559189981,0.2016946924968118,0.6438589361150328,2.6480748806899084,0.0,234,mobile,safari,41,0,7,1,67,2,0
4.0,4.0,2.0,27.09709521841436,2.0,39.034682103331825,332.1736477649335,5.649101679423525,3.0,549.3930420690637,0.20302298882303133,1.0,2.0,47.0,3.0,0.0,-0.07119485372613599,0.29599760327801544,0.32080984257222794,3.5372498554612295,0.0,1686,mobile,edge,9,0,2,33,156,10,0
5.0,0.0,6.0,23.649918974873533,1.0,368.3719722902037,44.70245074137935,1798.7660904010113,1.0,537.1612220755773,0.44183355215209313,0.0,4.0,58.0,5.0,0.0,0.19057962504431858,0.07445641987322665,0.2613313489799648,0.885002593837001,0.014501667318533936,173,mobile,other,18,0,2,15,193,8,0
11.0,5.0,11.0,26.245634584334663,3.0,1051.3121718906998,321.17647002400236,3204.6103936258537,0.0,544.7277839747443,0.2484246642835582,2.0,2.0,39.0,1.0,0.0,0.22168128469908788,0.14124157551132976,0.35658562588106585,6.043407014317403,0.9547691474402858,1810,desktop,edge,47,0,5,31,178,2,1
5.0,6.0,5.0,40.034245698280166,5.0,3.7111194218513126,198.9845880060549,15836.91020043201,0.0,678.7208219411324,0.5573845814858951,4.0,4.0,56.0,1.0,0.0,-0.14275419941642165,0.1668255258465938,0.336164515636924,2.132182379772557,0.0,1630,desktop,edge,2,0,5,39,0,19,0
21.0,1.0,5.0,0.621275201191428,1.0,38.245224768550855,235.65922266680687,2389.372516233128,3.0,444.62539993028986,0.2253488888707352,1.0,1.0,50.0,3.0,0.0,-0.6380423184140958,0.3742787115384608,0.1845948626807315,1.5225358527175634,0.6000737443910533,11,mobile,other,42,0,8,39,4,17,0
16.0,3.0,12.0,3.2456831883214576,5.0,9.304284049577486,143.38119100868428,4.040598653270115,1.0,,0.22696981962358106,1.0,2.0,53.0,5.0,0.0,-0.14338918628574682,0.09416081270778252,0.14962992852184662,5.6043333416760825,0.0,1855,desktop,other,7,0,1,18,177,11,0
8.0,6.0,7.0,22.17435047604759,5.0,133.28060549167273,219.754128583792,26371.239479011998,1.0,706.615798413018,0.5586460524110026,0.0,2.0,59.0,4.0,0.0,-0.10400243901160211,0.13552808945572822,0.633526010176423,2.403548590075656,0.19098375482718333,1553,mobile,other,24,0,8,34,119,13,0
21.0,0.0,11.0,27.034572634230372,4.0,4781.578672429976,108.42340920474196,35.18389066983789,0.0,631.109965030491,0.035341341506996415,1.0,1.0,45.0,6.0,0.0,-0.11053328603087031,0.23500826353391033,0.24625138797554302,5.709860263699288,0.0,597,tablet,safari,6,0,2,15,38,11,0
16.0,5.0,7.0,10.657657247748123,3.0,32.21601646259891,291.3817365904098,26.835713807067815,3.0,,0.2978871511553883,1.0,3.0,56.0,3.0,0.0,-0.33247285633442547,0.28265505489472476,0.08450028134100457,6.583607098341062,0.01399298070681891,1257,mobile,safari,33,1,7,18,163,15,0
12.0,6.0,11.0,21.423965446219995,3.0,11.703171580691436,50.44891075316158,1146.73774241135,2.0,576.7006030647133,0.20238822486722885,1.0,1.0,42.0,3.0,1.0,-0.7502498339692449,0.25134847593317217,0.31511602477171774,1.231047890632566,0.29122357212088223,960,mobile,firefox,12,0,5,39,146,5,0
14.0,3.0,4.0,35.77009962522767,4.0,1208.5777774441506,225.71543070704024,1142.625687785767,1.0,600.3467879744534,0.4799753591984296,2.0,2.0,36.0,2.0,0.0,0.565730597752238,0.05322731840553059,0.37806346847134437,1.4872382677786822,0.0,733,desktop,safari,23,0,8,16,126,2,0
7.0,2.0,2.0,21.194571634476276,1.0,21.977233932338592,214.22325532728044,1704.7089907714135,2.0,724.8160485618176,0.22749270156159423,1.0,2.0,51.0,0.0,0.0,0.4750589972443475,0.22903530619944157,0.4550349263456889,1.6938874975946132,0.0,874,mobile,edge,5,0,8,10,93,0,0
19.0,5.0,2.0,0.07887656922747696,1.0,2.0201389291178597,233.8908335723548,4.237077391036623,4.0,835.2683535265741,0.13495412117667663,2.0,1.0,43.0,1.0,0.0,-0.7209226881943329,0.24193924977092962,0.3317397505582786,1.2370510187654251,0.7095513058434259,1704,desktop,other,25,0,3,11,34,15,0
19.0,6.0,3.0,18.255357960476275,5.0,4538.237551152438,155.14125223499514,102.15743722139015,1.0,621.4356637307761,0.24804798479568513,3.0,1.0,59.0,0.0,0.0,-0.6582253794910939,0.1672957389157324,0.041082171782216015,1.6442241565567348,0.8258163424014358,516,mobile,firefox,3,0,7,7,5,8,1
23.0,5.0,12.0,21.580941754264195,1.0,113.00005316418658,121.8592406035731,558.5579025081843,2.0,681.451760748453,0.47366977587393255,2.0,1.0,50.0,4.0,0.0,-0.6644785627970282,0.28775697983268883,0.26306373871966415,0.4394441398165692,0.5656166535486422,547,desktop,safari,18,1,2,2,107,1,0
18.0,6.0,12.0,51.36050076384391,1.0,43.71384010497668,140.16949884053932,5302.322819123109,2.0,724.3044652576405,0.4611087997589587,3.0,0.0,45.0,2.0,0.0,-0.8661625823613341,0.10822990192605336,0.22002129279032978,0.45851543977970904,0.28211590611138837,747,desktop,safari,12,0,0,47,71,15,0
8.0,3.0,7.0,58.14302340346394,3.0,9.76647199972191,55.978716378301726,241.88124428750967,3.0,,0.5602814504286451,1.0,2.0,51.0,3.0,0.0,-0.7071889951935837,0.28010338873365825,0.22973436877104716,1.516582162228491,0.6440092493238481,1975,desktop,edge,29,0,1,11,55,14,0
17.0,6.0,3.0,28.655759512396322,3.0,53.09527832207772,277.36678604190087,11.294121880418205,1.0,569.760774098665,0.20665345173060626,3.0,2.0,50.0,4.0,0.0,0.7692601537616108,0.7287308931193287,0.2886184850519564,1.0124433691797712,0.07945237522733022,943,mobile,safari,9,0,6,14,128,12,0
13.0,4.0,12.0,1.5361263417189557,3.0,2.832351162741594,62.22057147157061,1998.0415570692667,3.0,,0.13444237397614708,3.0,1.0,43.0,1.0,0.0,0.023139779948296635,0.2593527589664956,0.5439869012259914,2.3474799693128943,0.0,1004,mobile,safari,43,1,8,15,141,10,0
10.0,2.0,4.0,28.56392741793111,4.0,165.49483962713987,88.56697148845257,2356.9318896233044,1.0,526.5546848152638,0.3296628027023668,2.0,1.0,66.0,2.0,0.0,0.5207283397799605,0.3930578407222766,0.42690606389637614,0.49791620526241775,0.0,1607,mobile,safari,17,1,4,10,32,3,0
6.0,4.0,1.0,48.05946314311279,0.0,22.65789225257288,72.16101291896706,9625.827927402495,4.0,770.1871125394631,0.25889751012304835,2.0,3.0,54.0,3.0,0.0,-0.6193840178392778,0.2818736491361164,0.12940230035720474,1.0319473386153344,0.3611321551369716,1401,desktop,edge,45,1,1,23,163,6,0
0.0,2.0,10.0,27.131089583886933,4.0,15.030385001979218,,2411.0294700265654,5.0,612.6565434432493,0.259640077137552,3.0,2.0,47.0,5.0,0.0,0.1521368490111914,0.18308468322920604,0.1058560080954945,1.3280176500356837,0.018350990744329474,1782,mobile,firefox,31,1,9,8,92,5,0
22.0,3.0,9.0,11.911087447988724,4.0,34.004549244660005,246.88948845645905,16.06405626872061,2.0,637.3620930635915,0.36800219067274986,1.0,0.0,45.0,8.0,1.0,0.03704927535957259,0.049949273523132644,0.21846134736710515,3.6707849577073324,0.0,1805,mobile,safari,41,0,5,22,46,15,0
14.0,3.0,3.0,19.399574127876363,5.0,85.67605993392128,102.44377399173419,33.304548478982674,2.0,628.7097291668528,0.31138434565690337,6.0,1.0,64.0,4.0,0.0,0.21573094820594196,0.09953028232102246,0.11675159557755858,0.885413064565989,0.13556283756072268,456,mobile,safari,49,1,6,44,44,15,0
23.0,6.0,2.0,11.682094582678054,2.0,8.817497128336843,135.77984169348235,4405.915117414348,2.0,760.3614144755716,0.5091064893039459,4.0,2.0,66.0,1.0,0.0,0.7606246797462257,0.11927721443020331,0.2964922807675895,0.8093968753599148,0.19207867175260526,1268,mobile,edge,20,1,5,45,48,11,0
17.0,4.0,2.0,138.7169286750337,1.0,61.645977508865585,436.4036321007107,362.497797541012,0.0,763.9132978465377,0.17975565537492458,5.0,2.0,38.0,6.0,0.0,0.8460907287395261,0.013778087306711673,0.13868856530269744,0.5408449728931665,0.04056503937935113,402,mobile,safari,6,0,9,47,38,4,0
22.0,6.0,9.0,34.58084006436805,1.0,25.69879017728175,42.52853186321212,3256.5742758162137,1.0,770.7432533624639,0.3264819629147008,4.0,1.0,47.0,1.0,0.0,-0.5190634826217653,0.052775712562384024,0.40194418199899534,1.6244028730509883,0.6435635206448529,1600,mobile,safari,47,0,6,41,84,5,0
11.0,5.0,10.0,80.84284764560945,2.0,55.264665419538595,,121.18239212324204,2.0,628.0320170884463,0.2569941212575953,0.0,2.0,55.0,2.0,0.0,-0.9387816504339899,0.08059801430609953,0.18058987238698626,4.640594559898549,0.24923952528186083,173,mobile,chrome,29,0,2,15,194,1,0
19.0,0.0,1.0,15.120103701303526,7.0,1.9771064530496085,483.5023232458261,13.829630911480608,3.0,706.926990883286,0.27264854893470847,2.0,2.0,47.0,5.0,0.0,0.7211874583807785,0.1829018015751283,0.3708063368530858,1.1266761793713729,0.0,719,mobile,safari,19,1,9,0,28,10,0
0.0,0.0,3.0,18.60303191860899,6.0,454.84822871149396,355.0444358695164,469.64408990584485,1.0,682.3669641114762,0.04588752856063886,3.0,3.0,46.0,2.0,0.0,0.6843433895209565,0.23449543525709032,0.24577085202355703,2.217541137707199,0.0,1718,mobile,safari,16,1,5,27,100,19,0
22.0,5.0,10.0,2.2986893232245746,1.0,151.04703239167193,846.8930915548347,104.73165917919603,4.0,524.1568777721595,0.08933562335923617,3.0,5.0,54.0,2.0,0.0,0.9947627795953715,0.16868471144620442,0.1438424743019915,1.4255802588267892,0.0,228,desktop,edge,33,0,2,49,197,11,0
15.0,4.0,3.0,88.52395530173308,2.0,828.3530752297404,44.36184417454222,189.64235124876635,2.0,657.7612693565852,0.20509566319553788,1.0,1.0,46.0,4.0,0.0,0.8171828917096087,0.06039054648493659,0.07872468373284876,1.632397261476673,0.0,1403,mobile,firefox,32,0,0,26,32,7,0
14.0,3.0,5.0,3.017943297826179,2.0,141.72839572121077,503.4066852109469,126.4392652666007,1.0,651.5127552161705,0.4374028111981923,0.0,1.0,58.0,6.0,0.0,-0.6487454794617065,0.2523128433544907,0.15356824196157384,3.859288485465084,0.5967214047879775,1951,desktop,other,5,0,7,11,123,3,0
15.0,3.0,2.0,140.16709860295367,5.0,490.7566080174472,265.7161191281727,124.66812506542895,2.0,690.5669222926932,0.019949685007268927,1.0,1.0,52.0,5.0,0.0,-0.1193196844435298,0.19356299657553863,0.3332788463763827,1.0934537284995782,0.0,1160,desktop,firefox,35,0,6,35,75,0,0
19.0,6.0,1.0,13.93124600687037,1.0,246.44810132182457,,1457.9378119972364,2.0,688.3576308892937,0.38662584354510804,0.0,2.0,56.0,5.0,0.0,0.5995859958667895,0.07223973459155542,0.23106151729401714,2.3645539834025633,0.0,923,desktop,chrome,1,0,1,14,53,4,0
12.0,1.0,4.0,51.64316425722981,3.0,18.41247763865194,345.93759321572,239.19980183994102,1.0,499.974334776918,0.37220539996809504,1.0,2.0,47.0,2.0,0.0,-0.41960010004419823,0.19522507318691246,0.48994447001951735,4.007072185015789,0.03733915446581269,1747,mobile,edge,5,0,3,6,43,16,0
10.0,4.0,7.0,12.511962964161244,0.0,56.63415710616287,446.98793213080404,8.529664260948383,1.0,581.1983342551122,0.617058736234416,1.0,2.0,52.0,5.0,0.0,-0.4155467707515621,0.16677344109293477,0.5002749991650596,0.822843613241237,0.0,297,mobile,safari,21,0,7,5,91,0,0
10.0,6.0,1.0,41.01905799810679,2.0,219.71259081834077,,1816.4032775004202,1.0,818.9609568822702,0.3083054445981383,1.0,2.0,53.0,1.0,0.0,-0.10660045319760636,0.28529372354013705,0.30586858155845587,1.4508954938563754,0.0,1190,mobile,chrome,5,0,4,34,62,6,0
